"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"24","Austin Hooper (NE)","45","59","476","10.6","38","5","3","0","0","0","1","17","63.6","3.7","2.4%"
"25","Chig Okonkwo (TEN)","52","70","479","9.2","70","4","2","1","17","0","1","17","61.6","3.6","18.4%"
"26","Dallas Goedert (PHI)","42","52","496","11.8","61","6","2","0","0","0","0","10","61.6","6.2","76.9%"
"27","Will Dissly (LAC)","50","64","481","9.6","29","5","2","0","0","0","0","15","60.1","4.0","3.4%"
"28","Dalton Kincaid (BUF)","44","75","448","10.2","29","5","2","0","0","0","0","13","56.8","4.4","77.9%"
"29","Noah Fant (CIN)","48","64","500","10.4","32","3","1","0","0","0","0","14","56.0","4.0","6.4%"
"30","Brenton Strange (JAC)","40","53","411","10.3","30","7","2","0","0","0","1","17","51.1","3.0","24.2%"
"31","Jordan Akins (FA)","40","58","390","9.8","21","3","2","0","0","0","0","16","51.0","3.2","1.0%"
"32","AJ Barner (SEA)","30","38","245","8.2","20","1","4","0","0","0","0","17","48.5","2.9","2.9%"
"33","T.J. Hockenson (MIN)","41","62","455","11.1","34","5","0","0","0","0","0","10","45.5","4.6","95.6%"
"34","Jake Ferguson (DAL)","59","86","494","8.4","27","6","0","0","0","0","2","14","45.4","3.2","68.7%"
"35","Josh Oliver (MIN)","22","28","258","11.7","28","5","3","0","0","0","0","15","43.8","2.9","1.1%"
"36","Evan Engram (DEN)","47","64","365","7.8","24","2","1","0","0","0","1","9","42.5","4.7","88.0%"
"37","Ja'Tavion Sanders (CAR)","33","43","342","10.4","46","6","1","0","0","0","0","16","40.2","2.5","9.2%"
"38","Theo Johnson (NYG)","29","43","331","11.4","35","4","1","0","0","0","0","12","39.1","3.3","8.5%"
"39","Dawson Knox (BUF)","22","33","311","14.1","39","7","1","0","0","0","0","16","37.1","2.3","2.9%"
"40","Grant Calcaterra (PHI)","24","30","298","12.4","34","6","1","0","0","0","0","17","35.8","2.1","1.1%"
"41","Colby Parkinson (LAR)","30","49","294","9.8","23","2","1","0","0","0","0","17","35.4","2.1","1.1%"
"42","Tommy Tremble (CAR)","23","32","234","10.2","38","2","2","0","0","0","1","12","33.4","2.8","0.6%"
"43","Josh Whyle (TEN)","28","37","248","8.9","33","3","1","0","0","0","0","17","32.8","1.9","0.6%"
"44","Nick Vannett (MIN)","17","20","135","7.9","24","1","3","0","0","0","0","13","31.5","2.4","0.0%"
"45","Adam Trautman (DEN)","13","22","188","14.5","37","2","2","0","0","0","0","17","30.8","1.8","0.7%"
"46","Luke Schoonmaker (DAL)","27","36","241","8.9","24","3","1","0","0","0","0","17","30.1","1.8","2.6%"
"47","Nate Adkins (DEN)","14","15","115","8.2","16","0","3","0","0","0","0","17","29.5","1.7","1.0%"
"48","Elijah Higgins (ARI)","20","24","172","8.6","23","1","2","0","0","0","0","17","29.2","1.7","0.9%"
"49","Johnny Mundt (JAC)","19","27","142","7.5","20","1","2","0","0","0","0","15","26.2","1.7","0.1%"
"50","Darnell Washington (PIT)","19","25","200","10.5","29","3","1","0","0","0","0","17","26.0","1.5","1.7%"
"51","Payne Durham (TB)","11","14","115","10.5","31","2","2","0","0","0","0","16","23.5","1.5","0.6%"
"52","Brock Wright (DET)","13","16","100","7.7","16","0","2","0","0","0","0","17","22.0","1.3","0.6%"
"53","Mo Alie-Cox (IND)","12","22","147","12.3","22","2","1","0","0","0","0","17","20.7","1.2","0.6%"
"54","Tanner Hudson (CIN)","19","23","154","8.1","19","0","1","1","1","0","1","11","19.5","1.8","1.2%"
"55","Charlie Kolar (BAL)","9","11","131","14.6","55","2","1","1","2","0","0","13","19.3","1.5","0.1%"
"56","Cade Stover (HOU)","15","22","133","8.9","27","1","1","0","0","0","0","15","19.3","1.3","1.7%"
"57","Stone Smartt (NYJ)","16","19","208","13.0","31","4","0","0","0","0","1","9","18.8","2.1","1.5%"
"58","Tyler Higbee (LAR)","8","12","66","8.3","17","0","2","0","0","0","0","3","18.6","6.2","8.1%"
"59","Kylen Granson (PHI)","14","31","182","13.0","40","3","0","0","0","0","0","16","18.2","1.1","0.7%"
"60","Drew Ogletree (IND)","9","14","109","12.1","22","3","1","0","0","0","0","17","16.9","1.0","1.1%"
"61","Drew Sample (CIN)","20","22","109","5.5","12","0","1","1","-4","0","0","17","16.5","1.0","0.6%"
"62","Erick All Jr. (CIN)","20","22","158","7.9","28","1","0","0","0","0","0","9","15.8","1.8","0.6%"
"63","Eric Saubert (SEA)","11","14","97","8.8","17","0","1","0","0","0","0","13","15.7","1.2","1.8%"
"64","Michael Mayer (LV)","21","32","156","7.4","29","1","0","0","0","0","0","11","15.6","1.4","4.6%"
"65","Lucas Krull (DEN)","19","23","152","8.0","23","1","0","0","0","0","0","13","15.2","1.2","1.8%"
"66","Daniel Bellinger (NYG)","14","17","125","8.9","17","0","0","0","0","0","0","17","12.5","0.7","1.1%"
"67","Blake Whiteheart (CLE)","6","9","51","8.5","29","1","1","0","0","0","0","11","11.1","1.0","0.0%"
"68","Kenny Yeboah (DET)","5","8","47","9.4","13","0","1","0","0","0","0","7","10.7","1.5","0.0%"
"69","Jeremy Ruckert (NYJ)","18","28","105","5.8","12","0","0","0","0","0","0","17","10.5","0.6","0.7%"
"70","Julian Hill (MIA)","12","19","100","8.3","17","0","0","0","0","0","0","16","10.0","0.6","0.6%"
"71","MyCole Pruitt (FA)","6","10","40","6.7","18","0","1","0","0","0","0","8","10.0","1.3","1.0%"
"72","Connor Heyward (PIT)","6","8","40","6.7","16","0","1","0","0","0","0","17","10.0","0.6","0.0%"
"73","Quintin Morris (JAC)","5","8","36","7.2","14","0","1","0","0","0","0","10","9.6","1.0","1.4%"
"74","Chris Manhertz (NYG)","3","4","30","10.0","16","0","1","0","0","0","0","17","9.0","0.5","0.0%"
"75","Devin Culp (TB)","5","6","88","17.6","26","2","0","0","0","0","0","5","8.8","1.8","1.2%"
"76","Brevyn Spann-Ford (DAL)","9","14","88","9.8","18","0","0","0","0","0","0","17","8.8","0.5","0.0%"
"77","Ben Sinnott (WAS)","5","5","28","5.6","12","0","1","0","0","0","0","17","8.8","0.5","5.9%"
"78","Harrison Bryant (PHI)","9","12","86","9.6","18","0","0","0","0","0","0","6","8.6","1.4","0.0%"
"79","Hayden Hurst (FA)","8","13","73","9.1","27","1","0","0","0","0","0","7","7.3","1.0","1.3%"
"80","E.J. Jenkins (PHI)","1","2","7","7.0","7","0","1","0","0","0","0","8","6.7","0.8","1.0%"
"81","Luke Farrell (SF)","12","17","67","5.6","11","0","0","0","0","0","0","12","6.7","0.6","0.6%"
"82","John Bates (WAS)","8","13","84","10.5","20","1","0","0","0","0","1","17","6.4","0.4","0.6%"
"83","Hunter Long (JAC)","7","9","60","8.6","18","0","0","0","0","0","0","11","6.0","0.5","0.0%"
"84","Durham Smythe (CHI)","9","17","53","5.9","8","0","0","0","0","0","0","14","5.3","0.4","0.6%"
"85","Peyton Hendershot (FA)","5","5","51","10.2","15","0","0","0","0","0","0","5","5.1","1.0","0.0%"
"86","Charlie Woerner (ATL)","7","12","46","6.6","13","0","0","0","0","0","0","16","4.6","0.3","0.1%"
"87","Pharaoh Brown (MIA)","8","12","65","8.1","17","0","0","0","0","0","1","10","4.5","0.5","0.1%"
"88","Luke Musgrave (GB)","7","10","45","6.4","19","0","0","0","0","0","0","7","4.5","0.6","3.1%"
"89","Ben Sims (GB)","4","5","42","10.5","28","1","0","0","0","0","0","17","4.2","0.2","0.0%"
"90","Tucker Fisk (LAC)","7","8","39","5.6","10","0","0","0","0","0","0","9","3.9","0.4","1.0%"
"91","Davis Allen (LAR)","6","13","39","6.5","13","0","0","0","0","0","0","14","3.9","0.3","1.0%"
"92","Tip Reiman (ARI)","6","7","37","6.2","14","0","0","0","0","0","0","17","3.7","0.2","0.1%"
"93","Gerald Everett (FA)","8","13","36","4.5","17","0","0","0","0","0","0","10","3.6","0.4","1.4%"
"94","Will Mallory (IND)","4","8","29","7.3","10","0","0","0","0","0","0","10","2.9","0.3","1.0%"
"95","Greg Dulcich (NYG)","5","12","28","5.6","9","0","0","0","0","0","0","9","2.8","0.3","5.8%"
"96","Cam Grandy (CIN)","5","5","28","5.6","9","0","0","0","0","0","0","8","2.8","0.4","0.0%"
"97","Shane Zylstra (DET)","1","1","22","22.0","22","1","0","0","0","0","0","12","2.2","0.2","1.1%"
"98","Dallin Holker (FA)","3","4","21","7.0","10","0","0","0","0","0","0","12","2.1","0.2","1.0%"
"99","Jaheim Bell (NE)","2","3","20","10.0","19","0","0","0","0","0","0","13","2.0","0.2","1.0%"
"100","Tanner Conner (MIA)","3","4","16","5.3","11","0","0","0","0","0","0","7","1.6","0.2","1.0%"
"101","Josiah Deguara (ARI)","3","3","14","4.7","8","0","0","0","0","0","0","7","1.4","0.2","0.0%"
"102","Jack Stoll (NO)","2","3","10","5.0","6","0","0","0","0","0","0","5","1.0","0.2","0.0%"
"103","Eric Tomlinson (FA)","2","4","9","4.5","7","0","0","0","0","0","0","5","0.9","0.2","0.0%"
"104","John Samuel Shenker (FA)","1","1","7","7.0","7","0","0","0","0","0","0","3","0.7","0.2","0.1%"
"105","Jared Wiley (KC)","1","1","7","7.0","7","0","0","0","0","0","0","7","0.7","0.1","0.6%"
"106","Brevin Jordan (HOU)","2","3","7","3.5","4","0","0","0","0","0","0","2","0.7","0.4","0.6%"
"107","Ian Thomas (LV)","3","6","7","2.3","3","0","0","0","0","0","0","3","0.7","0.2","0.1%"
"108","Geoff Swaim (FA)","1","1","7","7.0","7","0","0","0","0","0","0","3","0.7","0.2","0.0%"
"109","David Martin-Robinson (TEN)","1","2","6","6.0","6","0","0","0","0","0","0","5","0.6","0.1","0.0%"
"110","Jody Fortson Jr. (FA)","1","3","5","5.0","5","0","0","0","0","0","0","3","0.5","0.2","0.0%"
"111","Ross Dwelley (SF)","1","1","5","5.0","5","0","0","0","0","0","0","4","0.5","0.1","0.0%"
"112","Zach Davidson (BUF)","1","2","5","5.0","5","0","0","0","0","0","0","3","0.5","0.2","1.0%"
"113","Marcedes Lewis (FA)","1","2","2","2.0","2","0","0","0","0","0","0","6","0.2","0.0","0.0%"
"114","John FitzPatrick (GB)","1","1","2","2.0","2","0","0","0","0","0","0","9","0.2","0.0","0.0%"
"115","Stevo Klotz (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Harold Fannin Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.5%"
"117","Tyler Neville (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Oscar Cardenas (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Caleb Lohner (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"120","Jermaine Terry II (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Drake Dabney (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Maximilian Mang (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","Mitchell Wilcox (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"124","Nick Kallerup (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Dalton Keene (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Stephen Sullivan (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Lawrence Cager (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"128","Tyler Mabry (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Sean McKeon (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"130","Ben Yurosek (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","Giovanni Ricci (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Tre Watson (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"133","Mitchell Fraboni (DEN)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"134","Thomas Gordon (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Parker Hesse (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"136","Chris Myarick (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Mitch Van Vooren (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"138","Matt Orzech (GB)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"139","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Patrick Herbert (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Bryce Pierre (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","John Copenhaver (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Zach Horton (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"144","Marshall Lang (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"145","JJ Galbreath (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Feleipe Franks (ATL)","1","3","12","12.0","12","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"147","Brayden Willis (SF)","0","2","0","0","0","0","0","0","0","0","0","9","0.0","0.0","0.0%"
"148","Keleki Latu (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","CJ Dippre (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"150","Zack Kuntz (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.5%"
"151","Joel Wilson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Brady Russell (SEA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"153","Travis Vokolek (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"154","Leroy Watson IV (MIN)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","1.0%"
"155","Jake Tonges (SF)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.0%"
"156","Rodney Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"157","Zaire Mitchell-Paden (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"158","Thomas Odukoya (TEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.0%"
"159","Cole Fotheringham (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"160","Johnny Lumpkin (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"161","Tanner Taula (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"162","Thomas Yassmin (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"163","Jack Westover (NE)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"164","Brenden Bates (CLE)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"165","Messiah Swinson (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Colson Yankoff (WAS)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","1.1%"
"167","Steven Stilianos (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Treyton Welch (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Mason Pline (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Neal Johnson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"171","Kevin Foelsch (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Shawn Bowman (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Qadir Ismail (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"174","Hayden Rucci (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"175","Geor'Quarius Spivey (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"176","Tyler Warren (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78.9%"
"177","Mitchell Evans (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"178","Colston Loveland (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","76.3%"
"179","Jordan Murray (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Princeton Fant (DAL)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"181","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Oronde Gadsden II (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.4%"
"183","Bryson Nesbit (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Gavin Bartholomew (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"185","Caden Prieskorn (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"186","Mason Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15.0%"
"187","Gunnar Helm (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"188","Tanner McLachlan (CIN)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"189","McCallan Castles (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Terrance Ferguson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.9%"
"191","Moliki Matavao (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"192","Baylor Cupp (BAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"193","James Mitchell (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Thomas Fidone II (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"195","Mark Redman (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Jacob Harris (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"197","Jalin Conyers (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"198","Dominique Dafney (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"199","Robbie Ouzts (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"200","Carter Runyon (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"201","Jake Briningstool (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"202","Jackson Hawes (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"203","Gee Scott Jr. (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Rivaldo Fairweather (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Luke Lachey (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"206","Joshua Simon (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Elijah Arroyo (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13.7%"
"208","Teagan Quitoriano (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"209","Nick Muse (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"210","Cameron Latu (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.2%"
"211","Ko Kieft (TB)","0","0","0","0","0","0","0","0","0","0","0","17","0.0","0.0","0.0%"
"212","Nikola Kalinic (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"213","Sal Cannella (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"214","Michael Jacobson (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"215","Cole Turner (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"216","Jelani Woods (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.9%"
"217","Justin Shorter (LV)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","1.9%"
"218","Donald Parham Jr. (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"219","Drake Dunsmore (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"220","Dominique Curry (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"221","Jordan Matthews (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"222","Derek Fine (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"223","J.P. Foschi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"224","Joey Haynos (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"225","Darnell Dinkins (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"226","Brad Cottam (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"227","Marquez Branson (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"228","James Dearth (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"229","Keith Zinger (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"230","Justin Snow (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"231","Anthony Firkser (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"232","Robert Tonyan (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"233","Albert Okwuegbunam Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"234","Stephen Carlson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"235","Andrew Beck (NYJ)","0","2","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"236","Irv Smith Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"237","Tyree Jackson (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"238","Darren Waller (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20.1%"
"239","C.J. Uzomah (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"240","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","2.5%"
"241","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"242","Patrick Scales (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"243","Tyler Ott (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"244","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"245","Gunnar Oakes (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
""
""
